issue_id,issue_type,priority,description_length,num_comments,time_to_resolve_hours,time_in_progress_hours,lines_added,lines_deleted,lines_updated_est,total_files_changed,num_commits
CALCITE-1442,Bug,Minor,615,8,71.98944444444444,,4,1,1,2,1
CALCITE-1439,Bug,Major,640,8,3199.1472222222224,13.523678055555557,1155,447,447,27,3
CALCITE-1436,Bug,Major,264,15,14589.878888888888,,168,1,1,2,2
CALCITE-1434,Bug,Major,1322,9,108.12472222222222,,90,1,1,3,1
CALCITE-1433,Bug,Major,209,13,3.2552777777777777,,13,4,4,4,2
CALCITE-1431,Bug,Minor,296,11,73.23277777777778,,226,159,159,3,1
CALCITE-1430,Bug,Major,1736,12,181.66972222222222,9.390683055555556,10,8,8,1,1
CALCITE-1429,Bug,Major,1249,5,181.82861111111112,,12,11,11,3,1
CALCITE-1427,Bug,Major,1788,5,11290.924444444445,,225,32,32,4,1
CALCITE-1426,Improvement,Major,857,9,195.7786111111111,,236,78,78,11,1
CALCITE-1425,Improvement,Major,0,10,1237.7544444444445,,673,465,465,18,1
CALCITE-1424,Bug,Major,765,6,60.97138888888889,,75,38,38,3,1
CALCITE-1423,Bug,Major,110,2,98.78805555555556,95.76498777777778,61,1,1,2,1
CALCITE-1422,Improvement,Major,1550,4,279.1761111111111,268.2155861111111,148,119,119,5,2
CALCITE-1420,Bug,Minor,131,3,0.11694444444444445,,1,1,1,1,1
CALCITE-1419,Bug,Major,390,6,112.78527777777778,106.61050527777778,224,39,39,10,1
CALCITE-1418,Bug,Major,250,6,113.235,112.99293888888889,49,2,2,4,1
CALCITE-1417,Bug,Major,346,14,281.0697222222222,213.07424083333333,838,402,402,17,1
CALCITE-1416,Bug,Major,347,2,627.0852777777778,,121,70,70,9,1
CALCITE-1415,Improvement,Major,0,5,143.18666666666667,,178,11,11,4,1
CALCITE-1414,Bug,Major,595,5,1825.8566666666666,115.67673305555556,81,0,0,7,1
CALCITE-1413,Improvement,Major,328,8,17815.71416666667,149.54351111111112,463,216,216,9,1
CALCITE-1410,Bug,Major,646,6,74.03416666666666,,1426,82,82,5,1
CALCITE-1408,Bug,Major,461,13,193.90805555555556,95.85790527777777,1217,116,116,3,1
CALCITE-1407,Bug,Major,301,5,3264.0375,3263.7450083333333,1,1,1,1,1
CALCITE-1404,Bug,Major,140,4,271.92944444444447,24.246692222222222,51,2,2,2,1
CALCITE-1403,Bug,Major,1552,12,149.73583333333335,,74,76,74,7,1
CALCITE-1402,Bug,Major,63,5,199.74083333333334,,48,14,14,2,1
CALCITE-1400,Bug,Major,267,4,14.405277777777778,,43,50,43,3,1
CALCITE-1399,Bug,Trivial,312,2,0.08,,2,2,2,1,1
CALCITE-1398,Bug,Major,45,4,11.79111111111111,,3,3,3,1,1
CALCITE-1397,Bug,Major,520,4,20.239444444444445,,33,7,7,3,1
CALCITE-1396,Bug,Major,0,5,17.398611111111112,,59,1,1,2,1
CALCITE-1394,Bug,Major,351,3,21.399722222222223,,10,8,8,5,1
CALCITE-1393,Bug,Major,202,2,21.476666666666667,,2,2,2,1,1
CALCITE-1392,Bug,Major,1775,18,213.67444444444445,157.3209275,230,85,85,8,2
CALCITE-1390,Bug,Major,1706,5,134.06583333333333,,18,5,5,2,1
CALCITE-1389,Improvement,Major,449,20,844.0486111111111,,460,23,23,4,1
CALCITE-1386,Bug,Major,1498,8,64.00083333333333,,477,15,15,10,1
CALCITE-1384,Improvement,Major,596,15,1187.6038888888888,,450,41,41,13,1
CALCITE-1382,Bug,Major,2389,8,37156.14444444444,171.90272444444443,36,6,6,1,1
CALCITE-1381,Bug,Minor,770,6,137.93333333333334,23.460049722222223,43,18,18,5,1
CALCITE-1379,Improvement,Minor,497,5,122.4725,121.93474,51,11,11,3,1
CALCITE-1378,Bug,Major,242,5,13.610833333333334,13.594405277777778,125,4,4,4,1
CALCITE-1374,Improvement,Minor,0,7,313.09833333333336,69.34624805555555,87,13,13,12,1
CALCITE-1372,Bug,Critical,2647,10,90.13416666666667,34.074705277777774,303,257,257,3,1
CALCITE-1371,Bug,Minor,1125,5,60.8475,,77,1,1,2,1
CALCITE-1370,Bug,Major,6503,5,14.396666666666667,,120,63,63,2,1
CALCITE-1369,Improvement,Minor,898,6,548.0472222222222,83.7294736111111,36,0,0,1,1
CALCITE-1366,Bug,Major,460,13,80.83166666666666,65.90160777777778,45,5,5,2,1
CALCITE-1365,New Feature,Major,63,12,50.88861111111111,47.82602027777778,352,21,21,9,3
CALCITE-1361,Bug,Major,0,4,824.7947222222223,824.735135,3,1,1,2,1
CALCITE-1360,Bug,Trivial,2114,3,4.740555555555556,3.2904547222222225,52,1,1,2,1
CALCITE-1358,Bug,Major,390,8,537.6055555555556,,1721,248,248,18,1
CALCITE-1357,Bug,Major,279,9,537.6544444444445,,1721,248,248,18,1
CALCITE-1356,Bug,Major,146,16,722.5241666666667,,54,1,1,2,1
CALCITE-1355,Task,Blocker,407,4,1466.6833333333334,,6993,3204,3204,11,1
CALCITE-1354,Task,Major,124,5,1672.6319444444443,,116,33,33,4,1
CALCITE-1348,Bug,Major,184,2,19.158333333333335,,6,12,6,2,1
CALCITE-1346,Bug,Major,145,6,72.96222222222222,71.0147525,23,2,2,2,1
CALCITE-1344,Bug,Major,1014,4,22.59722222222222,,20,4,4,2,1
CALCITE-1343,Bug,Major,817,2,28.600555555555555,,105,39,39,6,1
CALCITE-1342,Bug,Major,301,11,849.4947222222222,,104,58,58,8,2
CALCITE-1340,Bug,Major,680,6,53.27388888888889,15.358135833333332,190,55,55,7,1
CALCITE-1338,Bug,Major,1205,22,23664.710833333334,,344,5,5,4,1
CALCITE-1337,Improvement,Major,187,7,541.5013888888889,,46,22,22,5,1
CALCITE-1336,Improvement,Major,555,8,33.87777777777778,,81,54,54,16,1
CALCITE-1334,Bug,Major,1867,7,5396.179444444444,748.8767236111112,814,89,89,20,2
CALCITE-1333,Bug,Major,365,6,74.88444444444444,,13,14,13,1,1
CALCITE-1332,Bug,Major,2273,8,35.68277777777778,,283,88,88,6,1
CALCITE-1330,Bug,Major,655,3,19.77027777777778,,3,2,2,1,1
CALCITE-1329,Bug,Major,2079,4,1435.8502777777778,,18,5,5,2,1
CALCITE-1327,Bug,Major,320,13,335.8,335.7484958333333,190,55,55,7,1
CALCITE-1325,Bug,Major,1169,4,26.101944444444445,25.409816111111112,14,8,8,3,1
CALCITE-1324,Bug,Trivial,7476,4,103.1288888888889,94.76648805555556,22,1,1,1,1
CALCITE-1321,Bug,Major,227,14,174.5211111111111,174.51879333333332,365,129,129,10,1
CALCITE-1315,Bug,Major,4461,4,0.20666666666666667,,41,0,0,2,1
CALCITE-1314,Bug,Major,191,2,94.4025,,6,2,2,1,1
CALCITE-1313,Bug,Major,2513,4,4.763888888888889,,34,1,1,3,1
CALCITE-1312,Bug,Major,353,5,29.489722222222223,,293,93,93,9,1
CALCITE-1310,Bug,Minor,4045,4,17.253055555555555,,32,9,9,3,1
CALCITE-1309,New Feature,Major,270,5,1267.9275,,398,16,16,13,1
CALCITE-1306,Bug,Major,864,12,7408.133611111111,,608,9,9,11,1
CALCITE-1305,Bug,Major,347,2,9.609722222222222,9.511362777777778,30,3,3,5,1
CALCITE-1302,Bug,Major,67,2,84.46305555555556,,710,215,215,26,1
CALCITE-1301,Bug,Major,394,11,1386.058611111111,1295.8647211111113,243,91,91,25,2
CALCITE-1300,Bug,Major,401,2,6.5225,,120,28,28,2,1
CALCITE-1297,Bug,Major,457,14,520.4519444444444,,139,29,29,3,1
CALCITE-1293,Bug,Major,610,2,8161.253611111111,118.64478083333334,99,3,3,4,1
CALCITE-1292,Bug,Major,307,3,14.586388888888889,,14,1,1,2,1
CALCITE-1290,Bug,Major,443,6,1753.098888888889,24.646100555555556,424,39,39,8,2
CALCITE-1289,Bug,Major,362,5,112.45083333333334,,120,56,56,2,1
CALCITE-1288,Improvement,Major,1809,16,2222.916388888889,2222.8492494444445,250,3,3,3,1
CALCITE-1287,Test,Major,552,5,72.15388888888889,,105,0,0,1,1
CALCITE-1285,Bug,Trivial,124,2,0.01888888888888889,,1,1,1,1,1
CALCITE-1284,Bug,Major,419,2,69.92777777777778,69.47494888888889,293,206,206,3,1
CALCITE-1283,Bug,Major,133,4,117.28694444444444,,162,85,85,15,2
CALCITE-1282,Bug,Critical,1223,4,7.409722222222222,,205,3,3,2,1
CALCITE-1281,Bug,Major,595,2,1.0297222222222222,,112,21,21,3,1
CALCITE-1279,Bug,Major,361,2,5.786111111111111,5.106676111111111,2,3,2,1,1
CALCITE-1278,Bug,Major,889,6,167.36055555555555,118.08006805555556,131,17,17,9,1
CALCITE-1277,Bug,Major,266,2,25.051666666666666,25.047703333333335,3,0,0,1,1
CALCITE-1276,Bug,Major,1175,2,45.386944444444445,,490,118,118,15,1
CALCITE-1274,Bug,Major,158,2,49.93333333333333,46.257957499999996,7,6,6,3,1
CALCITE-1273,Bug,Major,206,6,67.97694444444444,,16,15,15,4,1
CALCITE-1270,Bug,Major,0,2,3632.656388888889,,88,84,84,18,1
CALCITE-1269,Bug,Major,0,2,98.04833333333333,,42,50,42,16,1
CALCITE-1267,Task,Trivial,253,2,0.03916666666666667,,3,0,0,1,1
CALCITE-1266,Bug,Major,114,3,2.3880555555555554,,24,6,6,4,1
CALCITE-1265,Improvement,Major,321,5,14504.375277777777,,127,59,59,9,1
CALCITE-1264,Bug,Major,558,3,25.6575,11.462940555555557,32,3,3,3,1
CALCITE-1263,Bug,Major,452,7,423.88916666666665,,299,18,18,13,2
CALCITE-1259,Bug,Major,1653,4,216.54777777777778,192.31322277777775,254,17,17,11,1
CALCITE-1258,Bug,Major,83,18,5421.825555555555,,100,116,100,18,1
CALCITE-1254,Bug,Blocker,430,12,206.7825,,233,81,81,16,1
CALCITE-1253,New Feature,Major,710,12,143.7825,,2216,2,2,23,1
CALCITE-1251,Sub-task,Major,112,2,4.151666666666666,,63,0,0,1,1
CALCITE-1250,New Feature,Minor,167,4,284.8275,284.1662872222222,184,58,58,8,1
CALCITE-1249,Sub-task,Major,209,2,7.298055555555556,,259,252,252,3,1
CALCITE-1248,Task,Major,51,3,429.6613888888889,,279,359,279,15,7
CALCITE-1247,Bug,Blocker,144,2,4.976944444444444,,112,11,11,3,1
CALCITE-1246,Improvement,Trivial,246,2,89.3861111111111,53.85498527777777,3,12,3,1,1
CALCITE-1245,Improvement,Major,537,6,149.91722222222222,27.797964722222222,68,8,8,3,1
CALCITE-1243,Bug,Blocker,560,6,21.379444444444445,,755,105,105,9,1
CALCITE-1241,Improvement,Major,492,9,109.62722222222222,,818,314,314,4,2
CALCITE-1239,Bug,Major,101,3,455.45472222222224,,154,15,15,7,1
CALCITE-1238,Bug,Major,459,5,28.434166666666666,,65,4,4,3,1
CALCITE-1236,Improvement,Major,348,6,71.89222222222222,,2,0,0,2,1
CALCITE-1235,Improvement,Major,0,12,158.69027777777777,,161,41,41,8,1
CALCITE-1230,Bug,Major,318,5,104.42,104.37193277777777,1859,0,0,2,2
CALCITE-1229,Bug,Major,360,5,925.7241666666666,65.4518775,24,18,18,4,1
CALCITE-1228,Bug,Major,138,3,420.7133333333333,,243,120,120,32,1
CALCITE-1227,Bug,Major,684,12,1545.5044444444445,259.3925047222222,529,4,4,10,1
CALCITE-1226,Bug,Major,1808,5,3024.656111111111,,2,0,0,1,1
CALCITE-1225,Bug,Major,314,2,19.54361111111111,15.661192222222223,55,9,9,8,1
CALCITE-1224,Improvement,Major,923,6,3726.4408333333336,,541,318,318,15,3
CALCITE-1222,Bug,Major,2112,8,89.97333333333333,89.36270138888888,41,25,25,2,1
CALCITE-1220,Bug,Major,278,9,2968.0036111111112,126.19103083333334,360,81,81,7,2
CALCITE-1219,New Feature,Major,265,9,140.78555555555556,,291,80,80,9,2
CALCITE-1218,Bug,Blocker,448,3,274.2441666666667,,20,16,16,4,1
CALCITE-1216,Improvement,Minor,963,5,241.83583333333334,,212,58,58,7,1
CALCITE-1215,Bug,Major,946,3,0.07027777777777777,,6,2,2,1,1
CALCITE-1214,Improvement,Major,611,7,94.26138888888889,,730,23,23,14,1
CALCITE-1213,Bug,Major,2355,4,20.422777777777778,,1496,1496,1496,9,1
CALCITE-1212,Bug,Minor,6900,12,96.62027777777777,,104,32,32,8,2
CALCITE-1211,Bug,Minor,1770,5,30.770555555555557,,17,1,1,2,1
CALCITE-1210,Bug,Minor,464,4,32.78388888888889,,34,10,10,3,1
CALCITE-1209,Bug,Blocker,963,4,283.72583333333336,,56,0,0,2,1
CALCITE-1208,Improvement,Major,2121,22,3582.7191666666668,2865.3179661111108,1453,593,593,41,2
CALCITE-1207,Bug,Major,352,3,58.74777777777778,58.05874472222222,179,0,0,3,1
CALCITE-1205,Bug,Minor,583,2,0.29055555555555557,,87,87,87,6,1
CALCITE-1204,Bug,Major,168,2,0.015,,8,6,6,2,1
CALCITE-1203,Improvement,Trivial,607,2,0.10277777777777777,,2,4,2,2,1
CALCITE-1202,Improvement,Trivial,439,4,0.06805555555555555,,2,0,0,2,1
CALCITE-1201,Task,Trivial,221,2,0.03138888888888889,,1,1,1,1,1
CALCITE-1200,Improvement,Major,419,3,363.2888888888889,,226,9,9,4,1
CALCITE-1199,Bug,Major,251,9,552.9891666666666,181.59242361111112,143,48,48,7,1
CALCITE-1194,Bug,Major,123,2,0.06583333333333333,,5,4,4,1,1
CALCITE-1192,Improvement,Major,215,6,262.85555555555555,,79,8,8,4,2
CALCITE-1190,Test,Major,1405,8,810.2472222222223,13.70451777777778,2255,0,0,24,1
CALCITE-1189,Bug,Trivial,416,2,0.30666666666666664,,3,1,1,1,1
CALCITE-1188,Bug,Major,392,11,15662.213333333333,,250,33,33,6,2
CALCITE-1186,Bug,Minor,2045,3,3958.822777777778,,34,1,1,1,1
CALCITE-1185,Improvement,Major,180,2,0.3611111111111111,,74,25,25,3,1
CALCITE-1184,Task,Trivial,175,6,0.03666666666666667,,1,1,1,1,1
CALCITE-1183,Bug,Minor,14030,9,21551.713055555556,0.0035077777777777776,2,0,0,1,1
CALCITE-1182,Improvement,Minor,471,6,60.030833333333334,,230,65,65,5,2
CALCITE-1180,Improvement,Major,151,3,95.35388888888889,,112,1,1,3,1
CALCITE-1179,Improvement,Major,407,3,556.2063888888889,,19,6,6,2,1
CALCITE-1178,Improvement,Major,315,6,30534.320277777777,1.2199711111111111,243,317,243,8,1
CALCITE-1177,Improvement,Major,324,15,1630.2355555555555,1463.7717558333334,612,41,41,7,2
CALCITE-1174,Bug,Major,4167,3,22737.41277777778,67.35594777777779,97,18,18,3,1
CALCITE-1173,Sub-task,Major,482,3,167.93194444444444,,1051,145,145,20,1
CALCITE-1172,Bug,Major,887,5,26471.414722222224,,1449,159,159,24,2
CALCITE-1170,Improvement,Major,987,6,69.29916666666666,0.6571955555555555,1,1,1,1,1
CALCITE-1168,Improvement,Major,213,11,872.1761111111111,26.4057575,404,82,82,12,2
CALCITE-1167,Bug,Minor,543,4,20193.87138888889,,23,0,0,1,1
CALCITE-1166,Bug,Major,416,11,705.8744444444444,,81,45,45,4,1
CALCITE-1163,Improvement,Trivial,797,10,9.505,,3,1,1,2,1
CALCITE-1159,Sub-task,Major,296,3,190.61444444444444,,2287,45,45,29,1
CALCITE-1158,Bug,Major,96,2,34.64527777777778,34.63246027777778,6,5,5,1,1
CALCITE-1156,Task,Major,42,4,2.289722222222222,,2,2,2,2,2
CALCITE-1153,Bug,Major,3360,2,84.1275,,23,2,2,2,2
CALCITE-1151,Bug,Major,0,6,2009.7883333333334,1583.4731955555555,87,1,1,3,1
CALCITE-1150,Improvement,Major,116,13,1560.18,104.8077011111111,797,51,51,21,1
CALCITE-1148,Bug,Major,820,7,2854.2516666666666,,1194,334,334,22,2
CALCITE-1147,Bug,Major,779,4,175.01416666666665,,256,155,155,14,1
CALCITE-1146,Bug,Minor,542,2,183.60888888888888,,1,1,1,1,1
CALCITE-1144,Sub-task,Major,167,8,4.108333333333333,,4,4,4,2,1
CALCITE-1143,Sub-task,Major,254,2,4.1425,,0,5,0,1,1
CALCITE-1142,Sub-task,Major,9,2,4.165,,27,0,0,1,1
CALCITE-1141,Sub-task,Major,10,2,4.1722222222222225,,1,1,1,1,1
CALCITE-1140,Sub-task,Major,351,4,4.176388888888889,,80,41,41,3,1
CALCITE-1139,Sub-task,Major,161,2,4.246388888888889,,367,0,0,2,1
CALCITE-1137,Sub-task,Major,102,2,5.337777777777778,,3,0,0,1,1
CALCITE-1136,Sub-task,Major,251,2,5.398333333333333,,2,0,0,1,1
CALCITE-1133,Task,Major,272,5,0.5630555555555555,,0,993,0,6,1
CALCITE-1132,Sub-task,Major,254,2,0.7419444444444444,,47,57,47,12,1
CALCITE-1130,Improvement,Major,263,5,14.100555555555555,,61,4,4,2,1
CALCITE-1129,Improvement,Minor,475,2,14.309722222222222,,3,4,3,1,1
CALCITE-1128,Improvement,Critical,506,5,394.1641666666667,,4780,53,53,24,2
CALCITE-1125,Bug,Major,91,5,5734.375555555555,,129,44,44,10,1
CALCITE-1124,Improvement,Major,561,11,162.33388888888888,79.45529111111111,826,520,520,23,3
CALCITE-1123,Sub-task,Major,76,2,84.55555555555556,,5,1,1,1,1
CALCITE-1122,Bug,Minor,1037,2,20.51527777777778,,1,1,1,1,1
CALCITE-1121,Bug,Major,0,16,1182.0291666666667,74.40132027777778,3191,124,124,28,1
CALCITE-1120,Bug,Major,5261,12,1764.461388888889,50.693618888888885,362,102,102,31,2
CALCITE-1119,Sub-task,Major,114,2,18.98,,89,50,50,1,1
CALCITE-1118,Sub-task,Major,602,2,42.34444444444444,,2692,0,0,13,1
CALCITE-1117,Sub-task,Major,771,9,47.6025,,352,2,2,10,1
CALCITE-1116,Improvement,Major,173,15,393.9036111111111,393.85894861111115,838,82,82,13,2
CALCITE-1115,Improvement,Major,438,3,1525.6647222222223,,220,54,54,22,2
CALCITE-1113,Bug,Major,1906,12,4269.0888888888885,,38,0,0,1,1
CALCITE-1112,Bug,Major,632,5,147.00277777777777,,121,25,25,6,1
CALCITE-1111,Bug,Major,544,8,100.86027777777778,54.60755694444444,121,7,7,3,1
CALCITE-1109,Bug,Major,302,3,36.8875,,45,0,0,3,1
CALCITE-1107,Improvement,Major,82,3,2394.9347222222223,,1,1,1,1,1
CALCITE-1106,Improvement,Major,57,3,2394.965277777778,,1,1,1,1,1
CALCITE-1104,Improvement,Minor,817,19,286.0966666666667,121.17660305555556,142,15,15,6,1
CALCITE-1103,Bug,Minor,2310,7,903.0147222222222,,317,209,209,8,2
CALCITE-1100,Bug,Major,950,5,23.162222222222223,0.6059938888888888,12,2,2,2,1
CALCITE-1097,Bug,Major,1107,4,18.330833333333334,,307,13,13,4,1
CALCITE-1095,Bug,Major,138,10,5053.491666666667,138.28881166666667,1310,329,329,18,1
CALCITE-1094,Sub-task,Major,422,2,356.5152777777778,,578,46,46,13,1
CALCITE-1093,Sub-task,Major,409,3,356.5780555555556,,9,9,9,2,1
CALCITE-1092,Sub-task,Major,634,2,356.6691666666667,,262,189,189,6,1
CALCITE-1090,Task,Minor,903,2,126.2063888888889,,478,110,110,4,1
CALCITE-1086,Sub-task,Critical,1075,2,497.96666666666664,,40,16,16,4,1
CALCITE-1085,Improvement,Minor,211,2,3.8161111111111112,,7,3,3,2,1
CALCITE-1083,Bug,Major,507,2,1.4452777777777779,,66,64,64,22,1
CALCITE-1080,New Feature,Major,1171,21,247.43027777777777,,2059,2,2,21,1
CALCITE-1079,Sub-task,Major,150,2,769.1483333333333,,2493,9926,2493,47,1
CALCITE-1078,Sub-task,Major,317,2,769.1802777777777,,95461,80094,80094,502,1
CALCITE-1077,Task,Major,465,7,824.5638888888889,,117,17,17,5,2
CALCITE-1076,Bug,Major,162,9,31.907777777777778,,67,10,10,4,1
CALCITE-1074,Bug,Major,220,8,8.31861111111111,,6,2,2,1,1
CALCITE-1072,Bug,Major,495,4,34.63805555555555,,47,5,5,3,1
CALCITE-1071,Bug,Major,619,2,104.76222222222222,,424,790,424,67,1
CALCITE-1070,Bug,Major,36,2,273.9191666666667,,3,3,3,3,1
CALCITE-1069,Bug,Major,1330,7,13930.828611111112,,1144,784,784,53,1
CALCITE-1068,Bug,Major,129,2,14.952222222222222,,178,255,178,22,1
CALCITE-1067,Bug,Major,2291,2,18.520555555555557,,63,15,15,4,1
CALCITE-1066,Bug,Major,388,5,990.3225,961.0461175,640,119,119,25,1
CALCITE-1064,Bug,Minor,4187,9,1150.2297222222223,,34,217,34,17,2
CALCITE-1063,Bug,Major,265,2,816.7208333333333,,846,1,1,5,1
CALCITE-1062,Improvement,Major,528,18,479.9811111111111,312.2801138888889,565,427,427,16,2
CALCITE-1061,Bug,Minor,372,2,1561.2188888888888,,62,46,46,1,1
CALCITE-1060,Bug,Major,40986,2,13.31,,4,0,0,1,1
CALCITE-1059,Bug,Major,406,2,178.5186111111111,,143,64,64,4,1
CALCITE-1058,Bug,Major,334,2,17.735555555555557,,54,0,0,2,1
CALCITE-1057,Improvement,Minor,930,3,21.024444444444445,20.759673055555556,20,7,7,1,1
CALCITE-1056,Bug,Major,423,3,198.7475,172.44954222222222,150,44,44,6,1
CALCITE-1055,Bug,Major,413,5,26.945833333333333,26.908370833333333,46,5,5,3,1
CALCITE-1054,Bug,Minor,2742,20,17817.96638888889,17492.59781361111,397,102,102,15,3
CALCITE-1053,Bug,Major,3797,3,18.139722222222222,,9,4,4,1,1
CALCITE-1051,Bug,Minor,926,2,31.008333333333333,19.065990555555558,17,1,1,3,1
CALCITE-1047,Bug,Major,4178,3,121.47805555555556,,340,120,120,2,1
CALCITE-1046,Bug,Major,318,2,912.3997222222222,,85,0,0,2,1
CALCITE-1043,Improvement,Critical,156,4,5008.207222222222,,4,4,4,1,1
CALCITE-1042,Bug,Major,237,2,71.68611111111112,,104,16,16,9,1
CALCITE-1041,Bug,Major,162,3,77.62805555555556,,357,120,120,18,1
CALCITE-1040,Bug,Major,559,7,195.87166666666667,,995,78,78,7,1
CALCITE-1039,Bug,Major,152,2,86.61277777777778,,229,180,180,16,1
CALCITE-1038,Bug,Major,473,6,96.98361111111112,75.98797305555556,135,258,135,6,1
CALCITE-1037,Bug,Major,1008,6,8258.853611111112,,89,13,13,2,1
CALCITE-1036,Bug,Major,582,2,436.7236111111111,431.22657027777774,47,7,7,1,1
CALCITE-1034,Bug,Major,199,3,15.928333333333333,,64,56,56,10,1
CALCITE-1033,Improvement,Major,325,2,0.2991666666666667,,1171,0,0,2,1
CALCITE-1032,Bug,Major,264,2,20.498333333333335,,103,66,66,19,1
CALCITE-1031,Bug,Minor,1159,14,1375.6233333333332,193.0413561111111,150,26,26,7,1
CALCITE-1030,Bug,Minor,124,5,408.7630555555556,,3,2,2,1,1
CALCITE-1029,Improvement,Major,424,2,70.63138888888889,,170,16,16,1,1
CALCITE-1028,Improvement,Minor,173,5,258.23583333333335,,91,31,31,8,1
CALCITE-1026,Bug,Major,314,13,23764.426944444444,,526,14,14,18,3
CALCITE-1024,Bug,Major,432,2,48.57416666666666,,100,154,100,3,1
CALCITE-1023,Bug,Major,0,2,49.74027777777778,,408,36,36,10,1
CALCITE-1022,Bug,Major,186,2,51.56138888888889,,4474,4471,4471,26,1
CALCITE-1021,Bug,Major,480,3,994.5419444444444,,1,1,1,1,1
CALCITE-1020,Improvement,Major,666,2,730.7836111111111,21.82473972222222,6,1,1,1,1
CALCITE-1019,Bug,Minor,177,3,3.4402777777777778,,8,4,4,1,1
CALCITE-1018,Bug,Major,2103,12,24.878888888888888,,55,23,23,4,1
CALCITE-1016,Bug,Major,746,12,77.47944444444444,,129,0,0,1,1
CALCITE-1015,Bug,Major,5510,9,119.58055555555555,,78,2,2,7,1
CALCITE-1010,Bug,Major,359,3,146.0847222222222,,176,43,43,6,1
CALCITE-1009,Bug,Major,1569,4,13.925277777777778,11.868508888888888,54,3,3,2,1
CALCITE-1008,Bug,Major,313,4,36.173611111111114,,18,54,18,5,1
CALCITE-1005,Bug,Major,2420,4,26.266666666666666,,6,2,2,1,1
CALCITE-1003,Improvement,Minor,1722,8,166.04583333333332,,1431,0,0,3,1
CALCITE-1001,Bug,Major,118,2,16.79277777777778,,39,26,26,5,1
CALCITE-999,Bug,Major,239,9,1223.9902777777777,154.55669083333336,122,65,65,13,2
CALCITE-998,Bug,Major,5996,6,1549.6930555555555,,74,28,28,5,1
CALCITE-997,Bug,Major,5289,9,59.00861111111111,,595,1,1,2,1
CALCITE-996,Improvement,Minor,269,7,1025.3052777777777,1024.5032047222223,29,10,10,3,1
CALCITE-995,Bug,Major,422,4,0.25666666666666665,,11,7,7,1,1
CALCITE-993,Bug,Major,317,10,220.3361111111111,,67,5,5,3,1
CALCITE-992,Sub-task,Major,243,7,337.1725,,178,18,18,12,1
CALCITE-991,Improvement,Major,137,8,4890.121666666667,,308,53,53,15,1
CALCITE-990,Bug,Major,182,4,197.5663888888889,28.63341638888889,72,39,39,4,1
CALCITE-989,Improvement,Major,709,5,241.855,,4295,1165,1165,30,3
CALCITE-988,Bug,Minor,948,4,4.798055555555556,,54,2,2,2,1
CALCITE-987,Bug,Major,383,22,176.73111111111112,37.33165527777778,686,139,139,22,2
CALCITE-986,Bug,Major,615,4,23.523055555555555,4.630714444444444,105,0,0,4,1
CALCITE-985,Bug,Major,278,4,67929.0025,,144,11,11,4,1
CALCITE-984,Improvement,Major,306,5,767.34,,371,188,188,1,1
CALCITE-983,Bug,Major,1858,2,364.64722222222224,,148,14,14,4,1
CALCITE-980,Bug,Major,2340,25,544.3872222222222,,383,36,36,4,1
CALCITE-979,Bug,Major,114,2,0.15194444444444444,,24,20,20,8,1
CALCITE-978,Bug,Major,593,9,1395.2358333333334,,48,3,3,1,1
CALCITE-977,Bug,Major,331,10,1346.3277777777778,24.7378775,27,2,2,4,1
CALCITE-975,Bug,Major,509,5,1347.0283333333334,,20,0,0,2,1
CALCITE-974,Bug,Major,5489,2,90.55611111111111,22.68069388888889,120,6,6,3,2
CALCITE-970,Bug,Major,901,2,24.552777777777777,,233,37,37,17,1
CALCITE-969,Bug,Major,519,6,40.77916666666667,28.160496944444446,35,3,3,2,1
CALCITE-968,New Feature,Major,560,25,554.0591666666667,,320,76,76,16,2
CALCITE-966,Bug,Minor,268,6,408.0416666666667,0.004514444444444444,61,0,0,2,1
CALCITE-965,Improvement,Major,191,2,9.396944444444445,,36,3,3,4,1
CALCITE-964,Bug,Major,428,4,10.909166666666666,,30,15,15,10,1
CALCITE-962,Bug,Major,2061,2,26.705555555555556,,57,7,7,5,1
CALCITE-961,Bug,Major,227,2,67.78583333333333,,381,367,367,21,1
CALCITE-960,Bug,Major,448,12,67.87138888888889,,49,5,5,2,1
CALCITE-959,Improvement,Minor,280,4,30.39638888888889,,12,2,2,1,1
CALCITE-958,Bug,Major,216,3,260.4975,,75,12,12,2,1
CALCITE-955,Bug,Major,499,2,1586.8994444444445,,404,445,404,39,1
CALCITE-953,Improvement,Major,202,6,29.1625,,46,4,4,3,1
CALCITE-952,Improvement,Major,868,4,3.933333333333333,,125,61,61,2,1
CALCITE-951,Bug,Major,278,5,4.4719444444444445,2.459463055555555,114,25,25,2,1
CALCITE-948,Bug,Major,1061,4,5.187222222222222,4.917394166666666,28,22,22,9,1
CALCITE-941,Bug,Major,177,4,100.69055555555556,,1368,339,339,64,2
CALCITE-939,Improvement,Minor,0,4,22.615833333333335,,93,10,10,3,1
CALCITE-938,Improvement,Minor,1417,3,4.7425,4.29417,40,37,37,3,1
CALCITE-937,Bug,Minor,12093,2,10.8575,,95,26,26,7,1
CALCITE-936,Improvement,Trivial,78,5,189.45583333333335,0.007143888888888889,53,5,5,2,1
CALCITE-935,Bug,Major,552,6,72.44333333333333,,125,10,10,3,1
CALCITE-934,Bug,Trivial,1289,2,1296.3375,,11,1,1,2,1
